epoch,app_jif,app_rss_kb,pg_jif,pg_rss_kb,vk_jif,vk_rss_kb,run_jif,run_rss_kb
1789812497,956400,215520,1492332,7535400,288673,2503956,113143,1112796
1789812499,957946,215564,1494488,7629760,288757,2504480,113657,1114412
1789812501,959466,215476,1496498,7837416,288838,2505068,114109,1141900
1789812504,960976,150088,1498286,7147920,288915,2505420,114552,1141056
1789812506,962491,215480,1500227,7258172,288996,2506004,115006,1142876
1789812509,963963,215560,1502678,7246736,289076,2506616,115480,1136920
1789812511,965504,215476,1504767,7548292,289157,2507224,115945,1115188
1789812513,967072,163784,1506994,7505352,289242,2507792,116409,1142476
1789812516,968558,176832,1509013,8004344,289323,2508288,116853,1143632
1789812518,970077,215524,1510706,7331704,289403,2508804,117296,1142572
1789812521,971585,169016,1513034,7642056,289479,2509356,117768,1115984
1789812523,973105,150032,1514889,7506224,289558,2509900,118210,1115936
1789812525,974592,150012,1516837,7314756,289634,2510376,118653,1142660
1789812528,976099,150096,1518469,7056112,289717,2511000,119165,1142680
1789812530,977619,215472,1520901,7045596,289798,2511396,119614,1141296
1789812532,979139,215556,1523402,7687068,289875,2511936,120106,1115880
1789812535,980690,215480,1525013,7654700,289955,2512592,120552,1115972
1789812537,982218,215560,1527353,7857904,290036,2513092,121007,1141812
1789812540,983745,215568,1529331,7127180,290120,2513700,121475,1143844
1789812542,985263,150044,1531462,7146848,290201,2514248,121933,1138040
1789812544,986790,150088,1533668,7770472,290282,2514784,122380,1115960
1789812547,988281,150016,1535606,7861496,290362,2515276,122853,1141616
1789812549,989768,215516,1537245,7515916,290440,2515764,123300,1142244
1789812551,991342,215548,1539683,7626668,290523,2516340,123766,1142072
1789812554,992892,160296,1542038,7354340,290605,2516836,124217,1140816
1789812556,994398,150060,1544169,7535224,290691,2517480,124732,1115920
1789812559,995987,215564,1546505,7746648,290767,2517972,125191,1142552
1789812561,997489,215556,1548525,7444884,290849,2518476,125650,1143160
1789812563,999022,215472,1550571,7229056,290931,2519124,126115,1143736
1789812566,1000511,215560,1552227,6934800,291009,2519620,126579,1143436
1789812568,1002125,215448,1554634,7084664,291096,2520100,127037,1115932
1789812571,1003668,215468,1556851,7106604,291179,2520788,127531,1142232
1789812573,1005174,150036,1559290,7532444,291262,2521284,127994,1142088
1789812575,1006749,196440,1561351,7675368,291345,2521884,128454,1144188
1789812578,1008244,150048,1563398,7779612,291423,2522380,128895,1115856
1789812580,1009775,150080,1565337,7493504,291509,2522996,129439,1115952
1789812583,1011391,166640,1567727,7617824,291588,2523464,129898,1145068
1789812585,1012883,150060,1569236,7281828,291668,2524084,130356,1146916
1789812587,1014403,150040,1571286,6855268,291749,2524540,130814,1150584
1789812590,1015883,150012,1573659,7603392,291826,2525116,131267,1122812
1789812592,1017390,215504,1575900,7836384,291908,2525524,131726,1122700
1789812595,1018877,215444,1577632,7991240,291985,2526172,132199,1150032
1789812597,1020392,215476,1580002,7932372,292068,2526668,132672,1148436
1789812599,1021915,215564,1581875,7816228,292146,2527184,133130,1147544
1789812602,1023438,150012,1583749,7093564,292226,2527828,133580,1122764
1789812604,1024946,215508,1586188,7407760,292305,2539180,134049,1122876
1789812606,1026526,176796,1587710,6951552,292389,2528884,134537,1150088
1789812609,1028061,215556,1589821,6825452,292473,2529404,135004,1149520
1789812611,1029572,215512,1592145,7238636,292551,2530020,135521,1259728
1789812614,1031074,215516,1594403,8027388,292628,2530500,135965,1232416
1789812616,1032654,215512,1596594,8130004,292719,2531140,136464,1262908
